Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Actual,Predicted
0.757868257,1.477388203,-2.444446471,-0.519191298,-0.478558977,2.280916336,-3.960265632,1,0
-0.247332335,1.510988696,0.774612846,1.099455674,-0.302207477,-2.175713223,2.792589273,1,1
-0.525793753,-2.056071225,-1.940514084,-1.300388493,3.853714603,-0.492697731,4.59635612,0,1
-2.098505272,-0.194447541,-0.637154192,2.859707185,-2.327216894,2.262637039,-1.33782954,0,0
-3.625722015,-1.934084861,1.307547617,0.901511006,2.160761825,0.267633616,4.999895803,0,0
-0.368583457,0.003772235,0.011040448,1.47614631,1.313983659,1.041264209,-0.679285685,1,1
-2.708543939,-0.979013043,-2.106232861,1.467754573,-1.546060521,0.296080721,-2.589555547,0,0
-3.869670838,0.548425831,-2.411873823,-0.3381157,1.52193191,2.496692233,-2.423093249,0,0
1.831005266,0.843340952,-2.527456317,-1.542694872,1.660835593,1.471092989,2.90534156,1,1
0.264645476,-2.387416378,0.747919219,3.268404667,3.200952534,0.241229025,-0.270345315,1,1
1.133311318,0.627670705,-1.472139657,2.12096935,-1.366944396,1.347472077,3.509665067,0,0
-2.471983149,0.331150999,2.076641684,1.728559,1.963393781,-1.678852379,3.501481092,0,1
-1.150426728,-0.459379092,0.634940734,0.776135455,1.55747963,0.489847356,-2.073924429,1,1
0.819937172,-2.099952592,-2.165406167,2.746618832,1.448078039,-1.373346648,0.427520425,1,1
-1.87774551,-1.369189108,2.173237514,2.06540086,1.967434316,0.167084897,-0.831360337,1,1
-2.26486617,-0.286662556,3.605908222,-1.120043649,0.632756491,-0.466272086,-1.394008361,1,1
-0.854419598,0.216672266,0.783628193,-0.093935613,1.778851464,-2.469490388,2.544447652,0,1
1.808216215,1.631331526,-0.79490407,-0.06201757,-0.405498298,-0.316750714,0.094647216,1,1
-1.697410227,0.034973005,0.273230181,1.132296519,2.695980347,-0.242545787,-3.365377449,1,1
-0.402776741,-0.484443424,-0.532287001,1.413181171,2.205942004,1.06662807,-0.37089119,1,0
-2.043663942,-0.4113966,-2.697243647,1.739330092,-0.913505191,3.782240866,1.227386779,0,0
-1.410061215,-0.607507609,1.44786118,1.205564507,0.495130239,1.097101824,-0.472352512,1,0
-1.965285243,-1.376076437,1.349820352,-0.303674899,3.79199725,-3.949413841,1.224928763,1,1
-1.621702992,2.119195275,-1.657404139,0.817748042,-0.984821766,0.230291598,1.501762219,0,0
-1.099458441,-1.206551747,2.136785837,1.920248842,-1.230805423,-2.158366808,-0.900825856,0,1
-2.589398833,-1.424490895,-4.390652197,0.867853308,-0.138382531,4.138384523,-2.80256109,0,0
1.631116708,-1.316873464,-2.013031165,1.622161257,0.261014851,0.293064107,-0.463927147,0,0
-0.279036417,-2.126959187,0.441181072,0.390840116,-1.625930602,-0.561359392,-2.628356827,0,0
2.583458053,0.936204558,-1.431337674,3.428370819,3.01390711,-2.269795546,1.815548893,1,1
0.955828775,-1.167741606,-0.061359841,0.967625157,2.174940621,-1.811067574,1.562067587,1,1
0.658433094,-4.707898013,3.752267343,2.719399319,1.210549273,2.382507534,2.008429932,1,1
0.167979347,-1.889034675,-0.22405008,2.781830694,1.467890887,-2.79639262,0.485986304,1,1
1.645045466,-1.321535723,-1.266669832,5.567917869,-0.702019165,-1.996032302,2.245048782,1,1
1.006936285,0.067631425,0.477400834,0.574208734,0.270917736,-1.275528962,2.649874004,1,1
2.249782051,1.30681125,-3.362142903,-3.292343017,1.536373323,2.322693886,0.171703758,1,1
-2.599170493,-0.705252882,-3.002235248,-0.274083889,-0.834065251,2.434203804,-2.757038944,0,0
-3.206681896,-1.716681267,-0.082223498,1.22756513,-1.268323477,0.676231709,-2.450416593,0,0
-4.32795266,-0.870679378,-0.254843673,0.357468703,3.327595177,2.483676106,1.795992671,0,0
1.343763324,-2.514417138,-3.461538942,3.841154192,0.280515139,-0.025436811,0.85622891,1,1
0.401202317,0.211018171,0.504863965,-1.362691643,-1.16567945,-0.273592423,1.28361462,1,1
2.833977558,-1.049036301,-1.728557746,1.694292443,-0.047845243,0.690355194,3.537846194,1,1
-2.079584013,-2.276671329,-2.104887453,1.386143859,-0.455105953,3.620838843,0.15706268,0,0
-0.114110061,1.529552815,-2.779826343,2.839020611,-0.969455216,2.800208784,4.96733684,0,0
-1.162631368,-3.757613934,1.442476318,1.019868509,-0.858454265,2.219405581,-1.695979688,0,0
1.331605736,1.635955715,0.875974244,-1.67779794,3.106344455,-1.847416733,2.414170509,1,1
-3.191808027,-2.068065559,2.342806455,1.08830402,1.859325063,0.777898305,1.265621547,1,1
2.82776112,0.380731206,-2.385937912,1.00147068,-0.082620018,-0.590245895,-1.667016198,0,1
0.824893785,-0.178435425,-0.406084364,-1.794132298,-1.537090702,3.647572905,-2.314749819,1,0
1.868966632,-2.573740286,0.690511287,3.867121841,1.327659942,1.919372796,0.298371281,1,1
2.222226794,-1.458008096,-1.286354202,1.479970603,0.344612352,-0.099295037,1.501562875,1,1
-0.828180669,-1.876501083,-0.02503246,3.5258093,2.631972394,0.684061244,0.374344641,1,1
-0.820988945,0.934444962,-1.336150538,2.18383263,0.632514819,1.420930219,2.434754044,1,0
-1.557551355,-3.281757793,3.62703273,0.994175358,0.195483023,1.303493659,0.623696496,1,1
-0.458837875,-0.936624637,-0.802757694,1.559549736,0.16766578,1.917121565,-0.348891561,1,0
0.008339314,-0.258309041,-0.589022384,2.216558601,2.347407105,-0.439727813,-4.797638853,1,1
0.144373555,-1.132383527,-1.56068607,0.501401077,2.256801685,0.900387,1.221682298,0,0
-0.498658297,-1.678165346,-3.552562563,-0.182347036,0.324498194,4.211236622,-2.380826862,0,0
-2.118078341,-2.560854822,-0.797106992,0.323211965,-0.52711028,3.086747997,-2.520334223,0,0
-0.334260756,-1.929154643,-0.178136971,2.255101762,5.316070887,-4.105873998,1.341249631,1,1
-2.69058317,-1.314308368,0.67625093,-0.041387321,-0.074872594,1.530247544,-1.818450848,1,0
-3.381068968,-2.62175816,3.187340205,2.043881444,3.062442644,-0.363865852,0.570639948,1,1
-3.179952884,-1.644596613,2.72318882,-0.850852438,0.524518229,1.417132305,-0.756864314,1,1
1.578084165,0.334413995,-0.101491305,-0.522943561,-1.925671648,2.299389073,-2.572776035,1,0
-2.655812995,-0.911279554,-0.466663009,0.693188769,-1.791322329,0.944974323,-1.174097332,0,0
3.024898212,-1.870915316,-2.666318436,2.286341421,-3.604326932,0.735994713,-0.059952688,0,0
-0.466133333,-1.597791646,2.663856075,0.633392941,-0.13167446,1.05510644,-0.791890878,1,1
-2.317370986,2.509942419,0.074740167,-0.425841945,1.489981496,-0.999539834,-1.873596372,1,1
-2.456040325,-1.16944663,-0.915139324,0.031939561,1.155719267,2.339831489,0.596716142,0,0
1.004670265,0.086562376,-0.827722199,-0.012644899,-1.335902881,0.171168246,1.186177549,1,0
0.831842816,-0.265103621,-2.592301126,1.024016111,-0.249262804,-0.213886285,0.660854694,0,0
-1.953494882,1.458415502,-1.243689029,-0.565880003,1.07431623,0.306922814,-3.65321852,1,1
-3.006403937,0.571239006,2.293591234,1.479705737,3.25411274,-1.944412544,-2.749218073,1,1
-0.14127596,-2.128509614,1.300520345,0.393948595,-0.505539817,2.69004293,0.637151688,1,0
-1.800434264,-0.667054642,0.052993013,-0.444912137,2.939810082,-1.616973843,3.84744379,0,1
-4.672497162,-2.913286491,1.408752469,0.469469385,2.367175516,1.28239213,5.131967121,0,0
-1.656012345,-2.318055555,-2.61834519,0.434107693,2.312022259,4.116029443,0.766026809,0,0
-1.687141135,0.219057539,-0.394602733,0.03177683,-0.269905726,-0.635328608,-1.756110692,0,0
-0.155023844,-1.901167356,2.615143915,1.091245248,1.642629141,0.378677135,-1.705311656,1,1
1.37600879,0.185048465,-1.197658635,1.690349646,0.472990272,-2.482578403,2.191127139,0,1
2.180186681,-1.511394091,-2.686207738,-2.39666042,1.132262039,2.050630541,-0.228236467,1,1
0.311369933,-2.81797516,-3.218157238,-0.791117838,2.272855316,3.153151687,-0.22261528,0,0
1.119800779,4.1513682,-1.699642745,0.484084011,-3.993199239,0.854565882,0.496347095,1,1
1.96138735,0.264947575,-0.644897756,-2.205584035,0.422660606,1.258367249,3.301476164,1,1
-1.758670356,-2.463133337,-1.973352164,1.392158608,0.450533769,3.56626377,1.561226504,0,0
-4.389864451,0.185576339,2.327504128,0.949380586,2.207851054,0.288004605,3.761634732,0,1
0.10158397,-0.315758125,-1.972457545,0.584135157,2.133440464,-0.009839605,2.662200873,0,0
1.180684457,-2.421924951,-0.852580576,2.409147443,-3.602378483,-0.806212815,-1.416347007,0,0
-0.575421766,-0.635324557,0.132194528,1.565632598,1.250324734,-1.701047529,4.125106377,0,1
-0.569628663,-2.391954138,-1.139627424,2.66176888,3.452586212,-2.791589302,2.097802087,1,1
-0.213847524,-2.515762071,2.83923853,2.741098977,1.001383887,1.325265593,2.914469166,1,1
1.927579162,-0.070994754,-1.837783823,1.706161991,-2.198908859,0.443219562,-0.166238213,1,0
-4.773874748,-1.035044745,-0.469371164,1.979014437,-1.245770838,3.65574391,0.810334873,0,0
-1.175667766,-2.708999953,-3.212248447,-1.219733525,5.598023401,2.871732403,3.030761684,0,0
0.305225922,0.23307268,-2.442724653,1.55017963,-1.834622528,0.512185085,0.386518491,0,0
-1.205504909,2.423058106,3.473933471,-1.469718606,-2.79209944,-2.54641308,2.871475348,1,1
-0.31188625,-0.31181602,-0.476390384,-0.216676211,0.784804915,0.980857536,-1.812256803,1,0
-3.317158516,0.105307039,3.542140946,2.550256949,-2.113224155,-3.586287805,5.305217658,0,1
-0.791740594,-0.125726611,-0.683672766,1.126810088,1.499428958,1.258607093,-0.318278176,0,0
3.255656007,-0.91947721,0.04825332,3.202552892,1.142664403,-1.312426305,4.392352372,1,1
-3.023518005,0.788435082,-0.464986427,1.197576895,-1.939371939,0.421798538,0.914096944,0,0
1.681674893,-1.712904271,-1.282321841,1.768737676,0.038297527,-0.936565942,2.821766372,0,1
0.014502253,-3.911690589,4.235478098,-0.434868544,0.021195236,2.601020476,-1.29448487,1,1
0.068511772,-1.972439511,-0.014677834,-0.372102333,2.473622941,-2.943859767,5.529861296,0,1
0.135915563,-3.690918189,-0.748284536,1.939690079,-0.47010556,0.831898372,3.540891827,0,1
-0.815346887,-1.980286109,0.940814832,1.897032759,-3.811664332,-3.488174522,-3.277636934,0,0
-0.272869095,0.791424316,-0.031585559,1.653892902,0.041974563,0.374244352,2.264292465,0,1
-1.006591786,-0.906543371,-3.341985998,-0.521832649,3.32773848,4.398892867,-2.449484525,0,0
-0.896410734,0.069006498,-0.446789053,0.048893091,0.949138848,1.460102011,-2.349972115,1,0
-0.869662383,1.294127375,-0.16270057,-1.738675991,-0.204100301,1.251897627,-3.280269971,1,1
-1.333970425,-2.241195081,-0.754421939,2.188073826,-1.088462224,-2.193255344,-1.288854244,1,0
-0.536626774,-0.392359184,-0.599253443,0.453529876,0.793828473,-0.225256194,1.217177815,0,0
-3.143221256,-3.61797871,-3.204505945,0.507967879,-2.112489461,3.481044611,-5.256590346,0,0
2.362734075,-3.805766207,2.03760742,1.640957385,-1.59925564,-1.81641586,-2.538324231,0,1
-2.743350012,-1.139140864,0.888225565,-0.393842178,-0.791498116,0.545421345,-2.001538354,0,0
-0.896425941,-0.896117974,-1.276448942,0.577948237,4.599417026,0.525354568,2.599186237,0,0
-1.423881415,-1.866378319,1.357553122,1.830047321,3.360871926,-0.07231072,-2.371781666,1,1
0.764802758,-4.278191647,-3.225879587,2.239120669,-1.491258798,6.134522137,-2.587893347,0,0
0.46606931,-3.221736543,1.024727597,0.863847284,1.310376599,-1.9323726,1.899972028,1,1
0.546077805,0.454631306,2.023503567,0.251398866,-1.453233643,-1.617008997,1.220969825,0,1
1.35513811,-3.377497082,0.140623017,0.60883083,3.681520499,-1.573009714,3.617288034,1,1
2.707224804,-1.601124108,-3.172688923,-0.169798806,-0.469178075,2.18294336,0.820800826,1,0
-0.75474296,0.302332227,2.660387168,-1.826048667,-1.404699698,1.392077747,-2.045652882,1,1
0.67528653,0.165078614,-0.875505745,0.92328993,3.126285117,-2.310633126,0.009209508,1,1
2.150806334,0.621560589,-3.255874065,4.153899563,-1.243523579,0.33998713,2.553833014,1,1
-3.145735597,-1.499718002,1.346765633,0.35805594,2.437024793,0.530082467,-3.102236247,0,0
1.215343488,0.454075004,-0.910714666,2.839160662,-1.286710751,-1.302087805,0.340237631,1,1
-2.222777971,-2.537998669,-1.795083953,-1.08131145,-0.096376753,3.515105516,-4.208284752,0,0
-0.292023862,-1.351281995,-1.738429162,-0.342615928,2.838635512,-0.038033328,2.621636473,0,1
-1.569763886,1.059864965,1.518880096,1.666096276,3.068931353,-1.48035112,2.769458608,0,1
-3.310745467,-1.037640479,2.353780305,0.800274858,3.369074275,-1.398208439,-4.108894568,1,1
-2.059686286,-0.513075523,-1.20369258,-1.743003197,1.256102506,2.742124933,-2.517100408,0,0
-2.528144905,1.239934076,-1.492238729,3.021035176,-4.155099508,-1.710012237,0.307219577,1,0
-0.941131251,-2.017366702,0.385144928,-1.71422667,1.096906323,-1.308254734,0.459723265,1,1
1.139302314,-0.180909126,-3.110081584,0.347346947,2.564799844,0.354353794,0.124899208,0,1
-2.513610772,-0.508219391,-0.231116584,-1.943160135,0.666356615,-1.936065241,-1.394149587,1,1
1.199109204,-3.509047791,-1.467824087,1.922968962,4.503915943,-2.114739679,1.833452686,1,1
-1.136374713,-1.937626187,1.142267271,-0.850613266,0.192806026,1.907300565,-2.187043062,1,0
0.622759391,-4.196352643,0.847013053,0.431258673,-0.302134455,3.726932143,-1.188430018,0,1
0.563295088,-1.936232168,-0.586950502,2.468521986,-1.029151064,-1.695442711,-1.033433159,1,1
0.31888869,-2.087622025,-0.271318817,1.472693498,2.203268843,-2.458786116,-0.259443433,1,1
0.499919652,-0.642336781,-0.8863567,-0.710935404,-0.794483055,0.073186825,-0.021881716,1,0
-1.774167011,-0.216195261,0.410931445,0.75748738,1.044850256,-0.930623076,2.189273559,0,1
0.630582669,1.499173573,-2.00808476,1.857578018,-1.192890569,-1.299939429,1.019526009,0,1
-0.096732525,-0.778446101,-2.20105976,2.195875295,-0.888499114,0.383811914,-0.70532865,0,0
1.818082479,-2.793261317,0.379520576,-2.346182918,3.880828203,-0.58818278,2.755812939,1,1
1.102938842,0.493448412,-2.217152716,0.213424498,-0.101792233,0.518420638,-0.024607366,1,0
-1.390092018,-0.943399327,2.169382221,0.811335209,-0.098069823,-2.856673662,2.323921689,0,1
-0.452302749,-0.367927898,-1.51753758,1.842541016,1.201533012,0.492244552,-0.844719722,0,0
-1.107686442,0.419847179,-0.784379937,0.489854092,4.140065941,2.333638481,-1.815198368,0,0
-0.727982709,-0.442820353,-4.092222827,0.597512917,0.393714261,1.620856772,2.185607723,0,0
1.49178545,-1.188029602,0.2855794,-0.311663076,-2.034478243,3.039903392,-0.384522554,1,0
-0.201342768,0.579131757,-2.126035342,3.129284882,-4.401848909,-0.552627575,-2.249965831,1,0
-0.505869555,-2.694797082,1.228339653,0.897626703,1.129558197,1.931844153,-0.485425281,1,1
-0.399979573,0.354591204,-0.589675574,1.99618798,-1.913381371,-1.964998486,-0.70578237,1,0
2.223308592,-0.231448933,-5.853566037,2.016113493,0.486770325,5.022646374,-4.868417376,0,0
-0.494747502,0.804189688,0.324040516,0.966438874,-1.883191199,-1.003225751,1.268758457,0,0
-2.615956496,0.921263421,-2.521159242,0.312473224,-1.178771633,2.240087213,0.293620924,0,0
1.608561361,-2.571903384,-1.758457519,0.323208539,1.626695455,0.323745626,2.617780266,1,1
-2.840872316,0.358602795,-3.130451219,-0.184855661,-0.047626658,4.057415096,-0.157130678,0,0
3.104959013,-0.992530811,-2.083382497,3.240998802,-2.214554097,0.153248959,1.472535448,0,1
-0.585695101,-0.9056982,1.232224513,-0.199455764,3.480448859,-2.88333219,3.600796684,1,1
0.599557515,-2.156929712,-0.504306744,2.228544675,-1.122550916,-0.460466896,-1.604760616,0,0
1.349008622,-2.018209186,-2.611487306,2.458010267,2.300241107,-0.777950958,0.947553035,1,1
-4.192515459,-1.530624498,3.641226851,0.287239229,1.922838428,0.340670904,0.300425348,0,1
-1.194072842,-1.709236632,1.531268362,0.915136696,0.293435404,0.088832438,-1.294135499,0,1
-2.009013362,-0.613284173,-0.779701197,0.525293507,0.125646678,-0.336268755,2.476398328,0,0
-3.964556259,2.345100706,-3.681721723,1.54795463,1.045327831,2.553128683,1.151235848,0,0
2.20545334,1.373721568,-2.017316763,0.51352586,2.93029506,-0.492496435,1.777255205,1,1
5.865860535,-6.010559195,0.246080599,4.507715479,-1.041609382,5.309622223,3.285412981,1,1
-0.433219304,-2.916016815,1.182532618,0.580386757,0.276184891,3.216621611,-0.81558716,1,0
-2.025548821,-0.452052732,-0.98974476,1.052018327,2.934817331,-3.011729518,1.389285206,1,1
1.117341779,-2.983135483,0.463419934,3.000766306,-0.642555958,0.465851117,-0.55847561,0,1
0.585948605,-1.273267029,-2.430298051,1.804789437,-2.513941876,0.562883778,-1.074677266,0,0
-2.323340528,-2.585398763,1.307611767,1.118135737,1.429309401,-0.19873985,-3.861990488,0,1
-1.704699162,-1.73050323,-0.830481119,-0.315856763,0.719482353,4.35595832,-0.64743073,0,0
-0.513835903,1.479899561,-1.024512777,-0.195243692,-0.192964652,0.895768152,-2.727666723,1,1
-1.538623627,0.194289997,-0.925396631,1.119382152,-0.678275352,1.809142627,1.155911804,0,0
-1.204352153,-2.990568901,-2.339026072,-1.368078407,1.068931692,4.645671754,-4.559664683,0,0
0.141787901,-0.438227633,-1.279533975,0.606389314,-2.064443872,3.119218316,-0.842503239,1,0
0.558270558,-4.287580027,3.234078506,1.713390894,1.851739704,0.900321083,-1.425231325,1,1
-0.623133721,-0.096714319,-5.22627069,-0.603652309,-0.098712083,5.29496991,-0.703213729,0,0
-0.511163804,-1.647558803,2.070183589,-3.127340177,3.447141281,-2.435723268,1.182446876,1,1
-2.805629847,1.604092471,-1.037827781,0.439611628,0.755683378,1.448853287,1.313167949,0,0
2.032797084,-0.641021365,-2.409689916,2.936128289,1.675484552,-0.904588536,2.287350346,1,1
-2.618685883,1.933378029,-0.681005397,2.04693777,2.018627533,-1.169149912,-2.486120112,1,1
0.955259491,-3.638161922,-0.728256885,0.326914849,0.456008142,-0.581192941,-0.969689707,1,1
-1.130138878,-0.988284098,0.344526381,2.21446473,1.396547634,0.169952806,-0.575898292,0,1
-1.952355837,-2.334649835,1.009871062,1.460250188,1.372605121,1.579299527,0.021318706,0,0
2.563247684,-2.872912902,-0.530600222,2.26187328,-1.386298333,4.826221058,1.08475409,1,0
2.157159158,-0.069392549,-1.765814088,1.729873818,-0.970323911,0.581459795,3.062536423,1,0
-2.652331828,-2.056501587,-3.380336254,-0.133385428,-1.322326087,3.999945773,-3.233639308,0,0
-1.081714895,-0.128446068,0.092911562,2.23528499,-0.550942521,0.300268219,0.638823121,0,0
-1.784265103,-1.154856415,1.044179197,-0.8128297,2.17163657,2.529716301,-0.964945495,0,0
-3.615632905,-0.425489324,1.209043577,0.515604237,1.166596006,-1.149619057,-2.789929031,0,1
-5.179142697,3.285301301,-0.510329259,1.481673851,3.731720347,-2.844017502,-2.312430431,1,1
-2.782130988,-1.381875325,0.169552902,0.821836718,-0.49949771,-0.795837355,4.989297317,0,0
0.417940476,-2.959687014,0.97127899,3.987537359,2.076124758,1.512889607,0.248260945,1,1
0.951522478,0.021543597,0.299989389,1.231860692,0.329394604,1.395421983,-0.810135014,1,1
-0.479883026,-0.079195404,-0.843547042,3.049567607,3.663838119,-0.365698656,-1.473537531,1,1
-0.351184406,-1.940615905,0.730089876,0.837834661,-0.537396835,2.734557997,0.14140555,1,0
-0.886589942,-1.190352787,-0.447499168,-2.516764475,0.363910378,-0.507086241,-0.813557818,1,1
1.538812545,-2.104370686,-1.209299533,0.471060473,1.572962234,-0.413415731,0.450130636,1,1
4.004027128,-0.322303164,-3.32585212,1.682771076,-0.204433181,1.463374798,-0.818700955,1,1
-1.304399956,-5.032275009,0.291006297,3.394300452,0.030701816,-3.116205613,-0.185962292,1,1
-0.877526715,-0.403724649,0.783132125,0.903129897,-0.130447559,0.359689875,0.483467424,0,0
-1.943168085,-2.81966909,-1.754703383,-0.408436682,2.404233277,3.615822784,-0.675343239,0,0
-3.002992312,0.326187401,2.896864953,1.361348516,2.667803878,-1.389377271,-1.737783398,1,1
-2.334589505,-2.943708903,-3.452627724,0.76239173,4.076462369,6.346445353,0.726775672,0,0
-1.776424095,-2.410730993,0.27858067,1.367673757,-0.299050681,1.690608271,0.856356498,0,0
-1.376783419,1.087996723,0.826209477,-0.221215872,2.21991327,-0.764982226,-2.793455657,1,1
-2.083041788,-0.680601963,-0.7388873,2.170800799,0.619500365,1.86624271,-0.467479407,0,0
0.279686453,2.005893012,-0.589727705,0.634173498,-0.06161884,-1.285656252,1.282263396,1,1
-1.307506835,-0.779572228,-4.420471164,0.740101707,-1.406777122,2.272082519,-2.600627211,0,0
-3.561546689,-1.350700443,2.520922891,2.384896118,-0.643283894,-0.115916744,1.303473702,0,1
-0.209517839,0.874575959,-2.954284491,3.103598524,-0.599038939,-1.187980813,-0.306520094,1,1
-1.816202449,-4.419484591,1.372594536,-1.497221493,-1.301357488,1.843783417,-5.537818992,0,1
-1.724106427,-0.975230087,-1.737464219,0.842446064,0.59629652,1.455456286,-2.109986332,0,0
-2.162204213,-0.177489528,-2.536287216,0.730679333,0.216158022,2.556700744,-0.693294222,0,0
-4.140536018,0.454972464,1.667803242,-0.341601455,3.355341658,-0.622478268,-0.308598616,1,1
-4.853268227,-2.793570585,0.327410962,1.266214174,0.385904439,4.801720338,0.284448495,0,0
-1.230897717,-0.601529007,0.053188843,3.090883674,-1.049220931,-3.239572473,-0.885985558,1,1
-0.611750562,-0.783005666,-0.252097551,1.751904979,0.172057539,-0.972645671,2.887083647,0,0
-1.432623398,1.027015645,0.200390579,0.03226147,0.953230037,0.432171009,-1.979824612,1,1
-0.703772379,-4.655303034,-0.298769916,0.367104897,-2.208138433,2.344150376,-4.232944485,0,0
-2.165809285,-2.176449345,2.300174059,-0.551487323,-0.902726119,2.76263541,-2.031178367,1,0
-1.161463499,1.581072687,-2.399866961,-0.236107018,1.886987636,0.749778458,-0.218830741,1,1
0.862279796,-1.644646864,0.202496281,1.099122206,-0.818239551,3.290144727,-0.3815496,1,0
-0.891097343,-1.405426104,-0.348578398,1.563817505,-0.487976794,1.124207279,-0.361346892,0,0
-1.318353125,-3.237418336,2.997671771,2.497222689,3.050363935,-0.659743784,-2.054184632,1,1
-0.425977379,0.657611421,0.967383217,0.080754669,2.987883744,-2.443464517,1.271605588,0,1
1.977540726,-1.432926526,-3.766163787,1.903690226,0.919996814,0.501795105,-0.454867529,1,0
0.452409766,-3.783231608,2.45141926,2.415297752,0.515930393,2.484613586,1.765241847,1,1
-0.559823724,-0.333295811,-2.005807128,2.969826724,-1.715612407,-1.418697582,-2.225723904,1,0
-4.041377779,-0.091098329,3.038879655,2.128703735,1.489011707,0.019624634,2.473983711,0,1
1.800419707,-2.447155549,-0.999294678,0.929978776,0.355335496,-0.050020204,0.812995828,1,1
2.081552632,-3.903800493,2.628814038,3.289790388,0.304922106,2.287815754,2.600239701,1,1
-0.871054967,-0.312731958,-0.929130782,1.307018672,0.258441677,2.015888942,-0.424229645,1,0
0.946640223,0.629283216,0.662392512,1.196954673,-0.71791166,-1.79707199,0.584263593,1,1
0.300843482,-5.570704788,-4.539610125,4.227448323,-2.317600069,1.089686302,-1.204729283,1,1
1.798630409,-3.311863547,-0.854161142,2.328398878,-1.101931944,-0.065939832,1.904027416,1,1
-0.994740725,-1.21322833,-0.169722489,0.265938031,-0.028320543,-1.782687929,0.220198791,1,1
-2.613014676,-2.567692584,0.076152258,-0.557284977,5.461424451,1.441971254,5.651337095,0,0
0.051800242,-1.314066494,0.37133775,-2.41355769,4.457239246,-2.521056614,-1.31740779,1,1
0.648402541,-0.597957787,-0.348551625,1.205653487,0.685866506,2.032251339,-2.212947993,1,0
1.201791244,-0.362702255,-3.071230333,0.309297224,1.676927785,0.377243793,0.254979585,0,0
-3.023206613,0.462444204,0.017101868,-1.346225188,1.101464221,2.257115818,-0.662106626,0,0
-3.192860647,-1.228865008,3.27076251,-0.829909344,0.230200254,1.318140663,-0.593803367,1,1
0.670873929,-3.621538116,2.77849514,1.817759679,1.166009403,1.895061257,0.323823432,1,1
