Size,Sweetness,Juiciness,Ripeness,Quality
-0.479883026,-0.843547042,3.663838119,-0.365698656,1
0.833097732,-1.638548868,2.830906373,-0.668860377,1
-3.464155339,0.458025722,3.129818456,-1.74467453,1
-4.67414092,-0.897212669,0.492129797,3.201707789,0
-3.341493048,1.433646684,0.112911807,0.68878842,0
0.455312607,-0.83742965,-0.276460122,0.852335249,1
-2.236188121,1.482703478,1.497598428,1.075731385,1
-3.567897971,2.563399581,1.678518225,-5.313838222,1
-2.188932795,0.260841291,-3.196263115,-3.560593877,1
-1.569763886,1.518880096,3.068931353,-1.48035112,0
-1.129060897,-1.942238912,-0.724138915,2.662111019,0
-0.399608624,-1.250639262,-2.314037098,-0.231112054,0
0.610132436,1.336759306,-0.136781229,2.988645551,0
2.354402289,2.615415905,4.604454116,-1.240117421,1
0.562851227,-4.622243679,2.578804915,2.481541376,0
0.039413688,0.477732329,-3.256232026,-0.503584221,0
-2.159610389,-1.732435214,-1.95961421,2.723039718,0
2.160591551,-3.149539978,2.169308776,0.561455393,1
2.249782051,-3.362142903,1.536373323,2.322693886,1
0.913367079,-0.86645313,0.777247078,-0.690557676,0
-2.178068955,-2.723528183,1.371632238,2.661669238,0
-2.1674624,1.292344082,0.313248004,-0.90759004,0
1.906895248,-0.642276275,0.56727051,0.447676716,1
-2.451373743,3.310559586,1.667256216,-0.01057985,1
2.355047056,-4.046869242,2.721016877,1.403612449,0
1.41034947,0.60667877,0.188419279,-1.655568486,1
1.75626858,-1.347003072,0.205594839,3.33230319,1
-0.490313544,-2.262928126,0.894130314,4.097052626,0
1.889651879,-2.003226871,0.360724332,2.712213587,1
0.523551092,0.307177459,1.220446256,-1.329702358,1
-1.44761768,-2.015819355,0.92156357,2.63835347,0
1.288315468,-2.03989032,0.421780581,0.273822524,0
0.516948121,-2.752877948,0.714290184,1.041064133,1
-0.629540613,-0.33009969,2.087489482,0.369549864,1
-0.691713124,-0.909663545,0.242079363,2.313575569,0
-2.090430519,3.822713915,0.660595132,0.663423371,1
0.097397568,-5.018889094,1.524662353,5.278448329,0
1.372602617,-1.138033248,-0.222231916,-0.561915322,1
-0.618111889,-1.580025186,3.625676756,3.259309401,0
1.80336603,-1.54691943,3.13968117,-0.683222706,1
-0.201342768,-2.126035342,-4.401848909,-0.552627575,1
-1.159324283,-0.040253594,0.677957479,1.25184885,1
-1.581378996,0.135359641,1.998052361,0.729362217,1
-1.111426668,2.519879958,1.377124216,0.937208835,1
-1.921823652,0.441475743,-0.283584197,0.82291936,0
-1.96733108,0.271438354,2.157869261,-0.070030044,1
-1.572555914,1.969436236,0.977655875,-0.655248809,0
-0.426619219,-0.660813891,-1.871932248,1.269263936,0
-0.725181296,1.840994287,2.229221836,0.555091226,1
1.307057369,-1.47080157,1.835902543,0.113930514,1
0.137097813,-0.440600718,-3.824202947,0.85011358,0
1.646001232,0.250956223,-1.553907902,2.084908726,0
1.438906462,-0.337509507,-1.117118275,3.082653988,1
-1.213074179,-0.002478363,1.498529064,0.755573897,1
1.051510414,-1.399048336,4.268753723,0.501451971,1
-2.030890826,-0.557159577,1.198923061,-0.083993546,0
-1.712198696,-2.066911436,3.54650754,1.021727292,0
0.104978369,-0.787057496,2.323311417,0.530314357,0
-1.051734165,-2.904858823,3.705094866,3.241975298,0
-1.447494934,-0.836801233,-1.512099553,0.801874172,0
-3.010134336,-0.568293032,2.317043914,-1.242233911,1
-0.591987065,-1.073478951,-2.536374537,1.75475805,0
-3.835874261,1.412859983,-0.343720948,0.946562081,0
-0.776404994,-1.813091624,-0.577928389,1.3258787,0
-3.202902826,-1.106207159,-0.023440485,2.356287012,0
0.695632239,-1.442125181,-2.767055359,0.764050341,0
0.089707401,-2.673620318,0.035969561,-0.903596811,1
-2.229105842,3.589921649,1.563118086,-0.161918178,1
-2.245482916,0.250696269,2.243000186,-0.687586724,0
-3.715530466,1.683646065,3.192435018,-1.013795897,0
-2.454612376,-1.073484764,1.925401868,2.438000463,0
-1.162845918,0.440112947,-0.095678282,-0.95044423,0
-3.423662708,0.79489908,4.606234531,0.177582667,0
1.74387082,-1.279297479,-2.420213906,-0.214932142,1
-2.267533079,2.254678222,-0.772808023,1.336250891,1
4.420781942,-1.756285833,-0.41284149,1.987165436,1
0.132455297,-2.464537418,0.300120344,2.110550784,0
1.482288925,-0.746690054,2.996683488,-0.907478278,1
0.019720454,-1.739235973,0.695052559,-0.018453271,0
0.263844265,-0.157614476,-2.848897253,0.40465954,0
-0.820988945,-1.336150538,0.632514819,1.420930219,1
0.031054092,0.380777887,0.317110162,0.435548896,1
1.096306694,-3.217207284,-1.502347429,2.892814192,0
-2.5046086,-1.138621602,-2.206212956,1.81162049,0
1.259488062,-2.578773172,2.581218915,-0.232605116,0
-1.081714895,0.092911562,-0.550942521,0.300268219,0
-1.117420987,-1.274428562,1.478881722,1.372509488,0
-3.570020052,0.397887599,4.264960529,1.046411866,0
1.348563992,0.688814575,3.793939947,0.178613673,1
-1.528953268,2.315552145,3.644528254,-0.297462663,1
1.460308911,-1.421187896,0.514115397,0.231571255,1
0.375263094,-1.181046758,2.827291819,1.732763933,1
1.187548188,-0.024981539,2.167240994,-1.40784869,1
-2.462903545,-2.128611939,-3.970096582,0.642830033,0
0.192116931,-0.10482675,-0.659624142,2.737156973,1
-3.807691336,1.47690846,3.141111879,0.216348362,0
-1.686955832,0.521074661,-1.900296944,0.541469431,0
-3.918492,2.678073186,0.766755063,0.360116105,1
1.949866355,-3.134467206,0.418511509,-1.729952765,0
-1.875731895,0.106934755,-2.198678855,1.81962532,0
0.471148646,-3.945108574,1.827044676,2.926514012,0
0.008339314,-0.589022384,2.347407105,-0.439727813,1
-3.023822478,-3.926479139,-3.392707898,4.042267742,0
3.256911049,-0.403344001,-4.283277957,-5.864598918,0
0.60095618,0.785337141,1.123839658,1.413786932,1
1.360929382,-2.874481807,-0.131909036,0.135906234,0
-1.338021204,-1.038987796,0.339238297,2.055288914,0
-0.348624748,-0.191222937,-0.850150689,-3.651885426,0
-0.915869276,-0.722324515,-1.550706333,2.45530978,0
0.648402541,-0.348551625,0.685866506,2.032251339,1
2.21434852,-1.643311119,-0.310931919,-0.733331668,1
-2.165809285,2.300174059,-0.902726119,2.76263541,1
0.892740511,0.686402779,-0.332587693,-1.84103477,1
-2.628903261,-1.242758926,-0.47431424,1.340058514,0
-0.125752474,0.003255809,-0.178901872,2.083774003,1
-0.784981331,-2.836161957,-0.846003106,5.548138248,0
0.268229651,2.571969295,-1.242081671,2.226250142,1
-3.005490261,2.24018426,1.930097417,-0.252653951,0
1.68387841,2.246057204,-1.252226707,-1.720518508,0
-1.080276744,1.21506728,-0.062306598,-0.277077972,1
-3.075078731,-1.668607355,1.103576195,3.378228149,0
0.443371969,0.319253124,2.551202269,1.188443399,1
2.181240068,0.471697078,-0.991189052,2.617760127,1
-1.618411896,3.299581555,1.359808992,0.900346665,1
-2.555517069,-0.931773343,0.638363982,3.299071102,0
-2.456224718,1.90372355,0.640678341,0.325072927,1
-4.968508091,-0.481642861,1.347888899,3.772846884,0
-0.307073326,-4.76534958,4.753762729,2.603039417,0
-1.62359989,-1.004611802,-2.276911981,0.91422704,0
-2.743304348,-1.989254772,-0.495183534,3.849168921,0
-2.65336393,2.625948508,2.423620841,-0.194978796,1
-2.684927932,1.014252339,1.661636915,2.814118944,0
-0.433011417,1.062339037,0.219544502,2.118380707,1
2.924428979,-4.66314002,2.730188913,1.898161594,1
-1.711440159,-0.733591501,-1.095210862,1.754156022,0
-2.133101288,-0.748786782,1.771861564,1.257156655,0
-2.937618954,1.111767952,0.991532995,0.388504227,0
1.30099058,0.443454862,0.411152616,-3.548540692,0
-0.815840338,-0.001498001,-1.081998656,2.344492477,1
-1.674179974,1.075878215,1.384085548,-0.199555485,0
-1.776972339,-0.698024434,2.475935508,0.0818841,0
-3.976937188,-0.103705872,-0.416406564,1.765280919,0
-1.193551717,-1.682801417,1.888296732,1.369561333,0
-4.389864451,2.327504128,2.207851054,0.288004605,0
1.10364773,2.019128766,2.761662424,-3.302013877,1
-2.840872316,-3.130451219,-0.047626658,4.057415096,0
0.237405908,1.892783174,1.26545143,1.023981506,1
0.099322411,-1.592637735,-1.482077353,0.86335326,0
-4.32795266,-0.254843673,3.327595177,2.483676106,0
4.490970426,-1.274028186,4.450735119,-2.135571344,1
0.944946387,2.967918114,-0.965456653,2.648436337,1
-0.96138762,-3.246894069,-0.243771259,4.2425723,0
-0.663819761,0.024577009,1.78173561,1.010057321,1
-0.062355088,-1.782416628,-0.937751568,0.863851426,0
2.350002523,-1.101896158,1.596184873,1.786295441,1
-0.592137016,-0.523055298,3.075803941,-0.347275147,1
-1.12376402,3.388158228,1.799548828,-1.995137818,0
2.611908541,-2.196896271,-0.921278112,-0.015431999,1
-0.458837875,-0.802757694,0.16766578,1.917121565,1
1.566665946,-0.044273458,1.768542663,-0.872781355,1
0.098974981,-0.40387881,0.13800971,-2.544187232,1
-0.271070252,2.342917722,0.356715611,1.941893883,1
0.305715131,-0.114756951,3.879569217,-3.675563415,1
1.759646182,-1.54410097,-0.808630725,1.416235265,1
0.546615891,-1.019420475,0.569765188,-1.564120354,1
-0.511163804,2.070183589,3.447141281,-2.435723268,1
0.62483913,0.907733248,0.653573382,-1.480451415,1
-2.002139587,-0.908798685,1.197048603,3.678592367,0
0.585207822,-1.530431723,0.2212905,-0.046626258,0
-1.052877902,-4.056301117,-3.598392202,2.095930648,0
-1.784148948,0.703585651,2.960538584,0.014368442,1
-1.244296851,-0.23055755,-2.818316838,-1.965340223,0
-1.286279883,-3.156926835,0.223007322,1.442712771,0
-2.619934121,3.210162135,4.005136612,-0.869893384,1
-0.049213489,-0.564329536,2.351554598,-2.511339401,1
1.29829612,-1.853063716,3.748343007,-1.126858125,0
-1.50483579,-1.535147411,-1.006640427,2.052719703,0
-4.988465994,3.451440068,1.726144265,-0.085910578,1
-2.343340236,-0.454250555,1.102016695,2.853788827,0
0.124122406,-0.763911942,-1.160479836,0.645470205,0
3.062485208,-1.458126528,-1.221682748,-1.766620523,0
-0.903390631,-1.85797724,-1.323631982,-0.237555458,0
-2.279311704,-1.056731488,1.48048431,2.653676335,0
-2.217366179,3.010118131,1.421265031,-2.214285605,0
-0.026485744,-3.372003186,-1.319326728,0.30100296,0
-4.572620612,1.58402999,-0.677374932,1.379152541,0
-2.757155815,3.330263276,3.293237578,-4.661244484,0
2.509374487,-2.800003752,-1.289594648,1.091546428,1
0.55052261,-0.569824672,-1.605193925,2.963923204,1
-1.513436965,-0.392046791,-1.582198284,-3.871147542,1
0.113810852,-2.051591429,1.314811985,1.935011984,0
-2.038784803,0.533116796,2.832299983,0.333690419,1
-4.401879009,-0.18552821,1.51741081,2.435939123,0
5.189624452,0.674040928,4.226954898,-2.08801203,1
0.09677995,1.372660497,-1.48809087,1.913225169,1
-3.13692093,2.312981364,-4.786378547,1.181213418,0
-0.845554468,-1.39745862,-2.826069911,-0.210229378,1
1.215343488,-0.910714666,-1.286710751,-1.302087805,1
-4.441796745,-0.644851723,0.743742159,3.012145933,0
-2.438136709,-3.994267383,0.810791317,0.813200326,1
-1.616073734,-2.145537289,1.767860033,-1.738779359,1
-1.220395543,0.500212481,1.720316779,-1.422646164,0
1.864510528,-1.239821336,-3.684070281,3.531425966,1
-2.745177613,1.263666254,0.327276517,-0.581333882,0
3.144834853,-1.888859712,1.988406405,2.171236392,1
-0.888109498,-1.147750073,0.485839444,1.332188644,0
0.177787063,-0.274235386,-3.403600982,-1.136174689,0
0.778343934,-2.106503891,1.194048352,-0.297126623,0
-1.660132024,-0.124129835,0.257862793,0.619933397,0
0.391502374,-4.272946199,1.472741626,2.700868622,0
-1.552466494,0.298420776,0.833207548,3.279510221,0
0.470464106,1.31702559,-3.137041244,-4.619622802,0
0.410513623,0.217295221,-1.446178928,2.216869264,1
-1.029416816,1.824449963,0.215069127,-2.693922826,0
-3.179262441,0.775792358,3.815630366,0.42134604,0
-0.284107695,1.174448898,1.288249759,1.153113388,1
2.484381003,-1.437494455,-1.444003721,0.938352619,1
2.683861892,1.40041866,-1.304076421,4.611424426,1
-6.129668144,0.25347735,1.964849465,-3.41088064,1
-2.592618507,0.600961775,2.683771227,-0.698221403,0
-2.263612351,-1.563018693,0.025071265,1.927114045,0
-0.560748733,-1.695140995,1.54203353,0.351700673,0
1.407604717,-3.740198128,1.148405803,1.561490156,0
-0.443086638,-1.479476129,-0.939353154,1.619963836,0
-5.173834525,3.814078611,1.297219261,-0.634693097,1
3.66109756,-2.734424094,0.37611387,3.827175636,1
0.624366027,-1.629942509,-0.401241677,0.129116588,1
-0.441543324,-2.668634637,0.189522048,3.35459343,0
-5.499852228,-0.640523136,-1.606883355,1.974734162,0
-4.252103364,1.092130849,-2.322761166,2.433554673,0
-1.96409995,3.562095299,-0.84401949,1.855761818,1
0.489450916,-2.884146172,-0.167083939,2.295174418,0
-3.219872985,1.64994671,1.0462769,-2.201671562,0
-0.886137099,-0.291209868,1.279572658,1.261763337,1
-1.30518441,2.470143354,1.762891673,-0.022296931,1
-2.625174664,1.609901562,0.318017061,-1.18468912,0
0.49702766,-0.720715327,2.53614682,-2.032103415,1
0.591232458,1.195557933,-0.309608856,-0.344142716,0
-1.415645615,-0.63834242,1.631884351,0.143543317,0
-3.853828776,1.41524288,-0.062191189,2.390216064,0
1.137548388,-1.40331843,-0.584180107,-2.711620839,0
-3.000021563,1.690253883,1.615527086,-0.55376742,1
-2.69058317,0.67625093,-0.074872594,1.530247544,1
0.660365183,-0.974905706,0.562971319,-1.735898312,1
0.969600354,1.370101547,0.35564807,3.217242733,1
2.668150812,-0.074912656,1.17774678,0.093916719,1
-3.273573184,2.682546001,1.141515565,-0.728922858,0
-1.772238544,-1.533814526,3.603647172,-0.452172972,1
-2.254441392,-0.374981186,3.268848089,-1.137355411,0
-2.663491728,-1.968158211,1.706019629,3.889013696,0
1.635803171,-2.304228608,-1.097213746,-0.193123435,0
-0.376044811,-0.870774069,-0.213573588,0.989835097,0
1.648924474,1.23609355,3.402389029,-2.486629556,1
-2.994520746,1.273841102,2.207347624,0.181570915,1
-4.83261116,4.950822862,1.058911133,0.202572918,1
-1.628097854,-0.107772851,3.019096498,0.456299527,0
-2.10659447,2.23646938,-1.373828907,-2.231717303,0
3.096340475,-4.337573445,2.258373221,1.142289198,1
-0.425371533,-1.335193504,1.96648374,0.104978381,1
-4.244443842,4.469807043,-1.350803998,-3.690634295,0
-1.938235165,-0.85981132,-2.253887188,1.480428729,0
-2.228778607,0.921878168,2.694175463,-0.803583773,0
-0.686679583,-0.399128476,2.594570107,-3.42290737,1
-0.071526396,-2.200538846,-1.506103295,0.155929658,0
2.646115435,-4.573946451,3.849044966,1.139323078,0
-3.285803375,-2.015927409,2.056602881,3.359629787,0
4.524771537,-3.870149321,0.058291732,1.012686692,1
-0.213847524,2.83923853,1.001383887,1.325265593,1
-1.392686038,0.623623509,-1.589461558,0.202748799,0
3.98495812,-1.989253497,1.886651029,1.285180255,1
3.038895908,-1.490830721,3.200184447,-1.194293931,1
1.392728812,-5.029715705,-0.171401568,2.74581834,0
-0.828548862,1.294462681,1.471996878,0.877483573,1
2.664537422,-1.317787397,-1.205372552,2.674730324,1
0.597812187,-0.111258912,1.382899595,-2.404551641,0
-1.904318739,0.949570545,-2.15011756,-0.628305308,0
-4.034219774,2.591351332,1.295986743,0.677541169,1
1.418063913,0.137654618,-1.481343665,-1.945741032,0
-3.077603673,5.094382126,2.133635175,-1.193377992,1
-1.011533364,1.705463379,1.411367191,-5.199662915,1
-0.87259228,0.683718341,-2.916745613,-1.274902334,0
-1.615191188,-0.250066831,0.917951837,-0.45919294,0
-0.178849168,-1.048319535,0.97949551,2.940134809,0
2.864333172,-4.804556719,-3.939295979,2.492595082,1
1.084148863,-1.475093451,-0.108019227,-0.045308695,1
1.666744021,-2.04521337,2.444052796,-0.304369855,1
0.576112177,1.234964242,2.901578614,-2.715170794,1
0.58577637,-0.154649279,2.478165855,-1.889778033,1
1.800185608,-3.423895789,-0.835875327,1.481459955,1
-1.107686442,-0.784379937,4.140065941,2.333638481,0
1.769986727,0.649892696,-0.768161622,-0.889425792,1
1.236065726,0.561290826,-0.820016612,3.170189091,1
-2.600329309,2.448420348,2.872859896,-0.854529922,1
3.795331116,1.502398169,-2.311153278,5.553256265,1
1.27449636,0.382559723,-0.288362936,2.283241726,1
-0.847851439,0.27140538,2.343851175,-0.522942389,0
0.697413744,-0.104777111,3.835418965,-0.531325325,1
-4.902445625,2.699210099,1.32193595,1.074921259,0
1.117341779,0.463419934,-0.642555958,0.465851117,0
1.041915557,1.402426931,-1.372456858,-2.626018574,0
-3.013393813,-0.65196241,-1.204646365,4.024826274,0
-2.252408848,-0.622918038,-2.615010091,1.274305092,0
-2.438665553,-2.409751844,4.407302202,3.386602502,0
3.632166776,-2.141628184,2.477553365,0.499045553,1
-1.643084037,0.222911476,2.469552966,-0.021494123,1
0.94380087,-1.774053278,-0.254345217,-1.358062477,1
0.262497862,0.338691867,-0.995296191,-0.902954829,0
-4.767311233,-1.88996933,2.042416985,1.975791616,0
-0.276054846,-3.955650594,0.546417056,0.033951672,1
3.284414316,-2.26108475,-0.861255751,2.510889581,1
-3.420203667,0.445298637,2.839288162,-0.56097811,1
1.244042851,-3.887529546,-0.618174838,0.838172887,1
1.469421344,1.450817239,2.422876473,-3.065933713,1
-2.485168696,-4.66095149,-1.340586966,4.170449393,0
-2.118078341,-0.797106992,-0.52711028,3.086747997,0
-0.972952656,-0.979577311,0.510836697,-1.417999466,1
-2.493402775,2.048086823,1.958967468,0.473075429,1
2.130866128,-0.182559512,2.78388718,-1.198078716,1
-1.210442904,-0.40248465,0.533503547,1.075882717,0
1.824193746,-0.40800985,1.558216249,2.832982388,1
1.90951554,-1.402893985,0.650170585,2.652619687,1
-1.662667189,-1.86060211,3.31819954,1.943128773,0
-1.564101199,-1.646536712,-0.366069758,2.660875744,0
-2.782130988,0.169552902,-0.49949771,-0.795837355,0
-1.390267541,0.559460349,3.360118267,0.044143092,1
1.004702069,-0.506152982,2.24658432,-1.523423649,1
-0.104860164,-1.117414971,-1.376994015,-1.910942852,1
2.316934752,-3.142249372,1.303792751,1.672411791,1
-1.577719764,-0.268934164,2.031646643,-0.612471296,0
-0.630823511,-1.466816837,1.638016968,1.538249008,0
1.455947385,-2.50231376,-1.734331273,0.079200653,1
-1.722539295,1.941921651,-0.045434962,-1.490277265,0
-0.153110977,-2.194768088,3.560605401,1.828832509,0
-2.708543939,-2.106232861,-1.546060521,0.296080721,0
0.490259358,2.282679716,-0.034051628,-2.245436972,1
-4.561322305,-3.325207918,2.928190087,4.126126894,0
-2.258040786,1.804333022,-3.268090827,-0.780899877,0
-0.05648831,-0.496449891,-0.807030471,-0.116164037,0
2.825907603,-1.648692426,0.436684639,0.644316961,1
0.481356292,-2.940686361,-3.465855278,2.215774651,0
0.780136136,0.86788733,3.136769659,0.853513595,1
-1.037014436,-2.975672075,-0.583967206,3.587746764,0
-1.455035126,-1.810406774,2.116621914,-2.282721694,1
1.259489608,-2.828254735,1.198980781,-0.754083304,1
1.324477928,-0.970105325,-0.47895952,0.242746815,1
-1.122360942,-0.938569856,1.779085817,0.853567834,0
-3.894363922,-0.354897427,2.426173524,3.119413155,0
0.773148531,-0.572641404,-0.577256351,-0.665251625,1
1.108970953,1.013509588,3.024652363,-2.096181368,1
0.805328794,-0.302493264,-2.685612001,-2.047090187,0
1.896323161,-0.399112413,1.037055511,3.469888038,1
-1.456216537,-1.754080472,-0.237515854,0.169501857,0
-0.408477449,-3.031133799,-2.318130839,2.477412639,0
-1.317609398,2.862508115,2.058752762,2.308895924,0
-0.704063089,4.445394901,1.186647212,2.484259278,1
-0.81683573,-1.354103421,1.822812177,1.508653413,0
0.305225922,-2.442724653,-1.834622528,0.512185085,0
-3.377510864,-0.528357309,0.453681622,2.867812469,0
0.279686453,-0.589727705,-0.06161884,-1.285656252,1
3.850328161,1.590183834,1.432184459,-1.270216706,1
0.054952846,0.731995421,-2.081122279,0.374895979,0
0.734479064,-0.926083011,5.198245939,-1.521292426,1
-0.580186446,1.363673742,0.487122307,1.5894238,0
-2.588233615,-2.318100746,0.648554435,4.485687247,0
2.93879071,-1.807941805,0.994183411,1.979786735,1
-0.166096708,-1.102875412,0.325482818,0.983244135,1
-3.626599054,2.875551727,1.001765267,-0.074554126,1
-0.709644702,0.647328544,-1.611974437,0.827410931,0
-0.43954322,0.266969477,1.268815123,0.301062723,1
-0.093429399,0.623616861,1.157313932,-3.368184311,1
2.791326663,-0.640794571,1.493495485,2.792151965,1
-2.827003934,0.087768461,1.584206574,-0.645972021,1
0.159317311,-5.070890926,-3.594718524,2.335183835,0
-1.025057261,0.477779572,-1.667553035,-0.782701244,0
-2.073596468,-0.283296192,2.310436497,0.614734636,0
2.06599092,1.76361441,1.257980097,2.935003244,1
1.222096386,-1.982635477,0.819295466,-1.363117743,0
0.071200656,-2.432415933,-2.987988388,-0.543399449,0
1.380597244,-0.457332075,3.023877548,-2.302734908,1
-0.306895676,0.196903416,0.01103504,-0.443880755,0
0.71795021,0.131556699,-3.703554308,-1.018045348,0
-1.353415925,-2.329803018,-3.172246292,-0.438285708,0
-1.30482878,-0.525761308,1.041625112,0.214153898,1
-0.874152709,-0.840066474,-4.90106902,-0.155717331,0
-1.768985907,0.815394537,3.506835034,-0.749377068,1
0.217790779,-0.449453049,1.960640895,0.083800264,1
0.494240895,1.436750426,0.946643561,-1.989349761,1
-0.879061908,-0.253714396,0.765023954,-2.885655074,1
-1.510845223,-0.186089363,0.256776594,1.00940039,0
-2.15160088,0.810727484,3.266108533,-0.206899599,1
-2.589398833,-4.390652197,-0.138382531,4.138384523,0
2.249778955,0.20515974,-1.7618446,-1.562021251,0
-3.114177922,2.279911173,2.99087721,0.513323299,1
-2.394312987,1.176567539,0.400813315,2.699625485,0
-0.832412053,-0.035737468,1.222646356,1.347506838,1
1.506043973,-1.936911507,1.119179331,-0.00404402,1
-1.344076104,3.039253076,0.301253737,1.253182274,1
0.258368004,3.572643351,-1.057461064,3.672093013,1
-0.141585523,-2.431368322,-1.071765003,2.290815025,1
-1.210003555,-0.879412219,-4.924983202,1.131312427,0
-2.680209022,-0.160349543,2.906890303,-1.64590763,1
-0.569351473,-2.315087657,3.653551725,1.778912315,0
-0.447992051,-0.397702071,-1.224156944,-0.400727964,0
-0.107114559,-0.262722863,2.112507809,-2.750042627,1
-3.820327014,1.40228473,2.101236315,-0.333243731,1
0.134901811,0.115701855,0.005765309,2.654754645,1
-1.687141135,-0.394602733,-0.269905726,-0.635328608,0
0.860114522,-0.137817542,-0.791552681,-2.399829141,1
-1.003934111,-0.503052237,2.448246715,-2.526101324,1
-0.790198577,1.68211791,-1.445588512,1.603864129,1
-0.061262291,1.51989603,-2.75464088,-1.243214879,0
-3.157804963,1.532856947,2.537521097,0.804340631,0
-0.579963162,-1.740917921,-0.202937394,-1.135713823,1
0.628771905,-2.046147451,-2.293381573,1.179184768,0
0.436420445,-1.556147076,-3.244895954,-0.33343149,1
0.448986399,-0.506964876,-4.22895702,-0.369207123,0
1.728200791,-1.431247665,0.188754032,-0.010727553,1
-0.703772379,-0.298769916,-2.208138433,2.344150376,0
2.388190755,-1.000915808,0.473925364,3.192945889,1
-2.548002967,-0.921999293,1.356728496,2.916870027,0
2.556180439,-1.600317988,1.869900191,0.3048304,1
1.602586992,-0.598390106,-0.769142685,3.079575162,1
1.765902051,-0.562926908,1.866013682,1.500279072,1
2.04116895,0.077358837,-1.447730578,3.035293274,1
-0.433133928,-2.86300395,0.916485829,1.723569349,1
0.481432072,-1.226663007,-0.004012364,-1.45507945,1
-5.179142697,-0.510329259,3.731720347,-2.844017502,1
0.072605807,-2.665919512,-1.871710685,1.327608189,0
-1.715865191,-0.692590268,2.959096382,2.923618275,0
-4.57472641,3.770370286,2.75028225,-2.540249044,1
-2.76378678,1.147808931,0.554733007,-0.666507202,0
0.772798805,-2.732458717,0.282460292,0.874259008,0
-1.74197681,-2.208693225,-2.452568574,2.159957533,0
-0.209517839,-2.954284491,-0.599038939,-1.187980813,1
0.990579958,1.437710907,3.314193713,1.130544985,1
0.186932101,-1.521099023,0.495512004,-1.263133589,1
-2.025038956,-2.354572134,1.62299779,2.483067602,0
-2.64400586,0.145269775,1.541119082,-0.945204885,1
-3.285537403,3.429297137,2.831556267,-1.1943597,1
-2.863054129,1.943438984,2.701861335,-0.045718268,1
